2026-04-21 06:54 | SIGNAL | BTC/USDT LONG | grade=? conf=81.9 | entry=75462.8000-75746.2206 sl=73790.0021 tp1=77419.0186 tp2=77963.3710 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 06:58 | SIGNAL | WLFI/USDT LONG | grade=? conf=95.0 | entry=0.0784-0.0788 sl=0.0767 tp1=0.0805 tp2=0.0811 | rr=1.30 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 06:58 | SIGNAL | IP/USDT LONG | grade=? conf=93.0 | entry=0.5128-0.5188 sl=0.4996 tp1=0.5320 tp2=0.5430 | rr=1.68 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.68<2.00)
2026-04-21 06:58 | SIGNAL | DASH/USDT LONG | grade=B conf=74.9 | entry=34.3812-34.6477 sl=33.5454 tp1=35.8700 tp2=36.1310 | rr=1.67 | strategy=PriceAction | regime=BULL_TREND | tech=92 vol=62 flow=50 deriv=60 sent=56 corr=50 → APPROVED
2026-04-21 06:58 | SIGNAL | MEME/USDT LONG | grade=C conf=60.3 | entry=0.0006-0.0006 sl=0.0006 tp1=0.0006 tp2=0.0007 | rr=6.00 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=92 vol=38 flow=51 deriv=40 sent=56 corr=60 → APPROVED
2026-04-21 06:58 | SIGNAL | CHIP/USDT LONG | grade=C conf=63.4 | entry=0.0398-0.0404 sl=0.0307 tp1=0.0580 tp2=0.0847 | rr=4.76 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=69 vol=84 flow=51 deriv=40 sent=56 corr=60 → APPROVED
2026-04-21 06:59 | SIGNAL | MOODENG/USDT LONG | grade=? conf=56.3 | entry=0.0568-0.0578 sl=0.0541 tp1=0.0625 tp2=0.0706 | rr=4.19 | strategy=GeometricPattern:FallingWedge | regime=BULL_TREND | tech=52 vol=48 flow=51 deriv=30 sent=56 corr=50 → REJECTED(AGG_THRESHOLD score=56.3<60)
2026-04-21 06:59 | SIGNAL | ONDO/USDT LONG | grade=C conf=71.7 | entry=0.2520-0.2536 sl=0.2467 tp1=0.2589 tp2=0.2624 | rr=1.59 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=92 vol=64 flow=70 deriv=50 sent=56 corr=50 → APPROVED
2026-04-21 06:59 | SIGNAL | XAUT/USDT LONG | grade=? conf=70.0 | entry=4751.5950-4761.1077 sl=4642.1989 tp1=4870.5038 tp2=4904.7495 | rr=1.30 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 06:59 | SIGNAL | MYX/USDT LONG | grade=C conf=63.4 | entry=0.2392-0.2454 sl=0.2220 tp1=0.2626 tp2=0.3638 | rr=6.00 | strategy=PriceAction | regime=BULL_TREND | tech=73 vol=47 flow=68 deriv=30 sent=56 corr=60 → APPROVED
2026-04-21 06:59 | SIGNAL | MOVR/USDT LONG | grade=B conf=73.4 | entry=1.9280-1.9458 sl=1.7058 tp1=2.1297 tp2=2.4080 | rr=2.04 | strategy=FundingRateArb | regime=BULL_TREND | tech=92 vol=51 flow=59 deriv=70 sent=65 corr=60 → APPROVED
2026-04-21 06:59 | SIGNAL | 我踏马来了/USDT LONG | grade=? conf=59.1 | entry=0.0111-0.0115 sl=0.0110 tp1=0.0130 tp2=0.0130 | rr=6.00 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=76 vol=57 flow=50 deriv=30 sent=56 corr=60 → REJECTED(AGG_THRESHOLD score=59.1<60)
2026-04-21 06:59 | SIGNAL | RENDER/USDT LONG | grade=C conf=61.1 | entry=1.7815-1.7975 sl=1.7349 tp1=1.9140 tp2=1.9303 | rr=2.58 | strategy=GeometricPattern:FallingWedge | regime=BULL_TREND | tech=57 vol=56 flow=52 deriv=70 sent=56 corr=50 → APPROVED
2026-04-21 06:59 | SIGNAL | AIOT/USDT LONG | grade=? conf=55.3 | entry=0.0392-0.0416 sl=0.0257 tp1=0.0551 tp2=0.0905 | rr=3.40 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=61 vol=50 flow=25 deriv=50 sent=56 corr=50 → REJECTED(AGG_THRESHOLD score=55.3<60)
2026-04-21 06:59 | SIGNAL | BTC/USDT LONG | grade=? conf=99.0 | entry=75462.8000-75746.2206 sl=73790.0021 tp1=77419.0186 tp2=77963.3710 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 06:59 | SIGNAL | ETH/USDT LONG | grade=? conf=99.0 | entry=2304.2000-2315.9195 sl=2254.6183 tp1=2365.5012 tp2=2382.1336 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 06:59 | SIGNAL | SOL/USDT LONG | grade=? conf=78.9 | entry=85.5133-85.9233 sl=83.6611 tp1=87.7756 tp2=88.3927 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 06:59 | SIGNAL | CL/USDT LONG | grade=? conf=67.5 | entry=86.5873-87.0755 sl=84.7375 tp1=88.9252 tp2=90.4880 | rr=1.75 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.75<2.00)
2026-04-21 06:59 | SIGNAL | DOGE/USDT LONG | grade=? conf=82.4 | entry=0.0952-0.0957 sl=0.0931 tp1=0.0977 tp2=0.0984 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 06:59 | SIGNAL | HYPE/USDT LONG | grade=? conf=90.2 | entry=40.0763-40.3634 sl=36.8996 tp1=44.8704 tp2=45.8643 | rr=1.70 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.70<2.00)
2026-04-21 06:59 | SIGNAL | PIEVERSE/USDT LONG | grade=? conf=55.7 | entry=1.0305-1.0916 sl=0.8631 tp1=1.4879 tp2=2.2486 | rr=6.00 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=54 vol=49 flow=52 deriv=40 sent=56 corr=60 → REJECTED(AGG_THRESHOLD score=55.7<60)
2026-04-21 06:59 | SIGNAL | ZEC/USDT LONG | grade=B conf=79.1 | entry=316.4281-319.4939 sl=306.0172 tp1=329.9047 tp2=341.3707 | rr=1.96 | strategy=PriceAction | regime=BULL_TREND | tech=92 vol=65 flow=72 deriv=60 sent=56 corr=50 → APPROVED
2026-04-21 07:00 | SIGNAL | BASED/USDT SHORT | grade=? conf=65.4 | entry=0.1368-0.1428 sl=0.1698 tp1=0.1098 tp2=0.1008 | rr=1.30 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:00 | SIGNAL | AAVE/USDT SHORT | grade=? conf=53.5 | entry=93.1451-94.4200 sl=97.3192 tp1=89.6445 tp2=88.5837 | rr=1.47 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.47<2.00)
2026-04-21 07:00 | SIGNAL | BNB/USDT LONG | grade=? conf=95.0 | entry=632.0722-634.0755 sl=617.8801 tp1=648.4075 tp2=652.9657 | rr=1.31 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.31<1.50)
2026-04-21 07:00 | SIGNAL | EDU/USDT LONG | grade=A conf=84.4 | entry=0.0616-0.0635 sl=0.0594 tp1=0.0697 tp2=0.0806 | rr=5.77 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=83 vol=48 flow=65 deriv=60 sent=65 corr=60 → APPROVED
2026-04-21 07:00 | SIGNAL | 币安人生/USDT LONG | grade=A conf=86.2 | entry=0.4174-0.4351 sl=0.3513 tp1=0.5012 tp2=0.8760 | rr=6.00 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=92 vol=48 flow=50 deriv=60 sent=56 corr=60 → APPROVED
2026-04-21 07:00 | SIGNAL | 1000PEPE/USDT LONG | grade=B conf=75.5 | entry=0.0037-0.0037 sl=0.0036 tp1=0.0038 tp2=0.0039 | rr=1.54 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=86 vol=52 flow=50 deriv=30 sent=56 corr=60 → APPROVED
2026-04-21 07:00 | SIGNAL | ORDI/USDT LONG | grade=C conf=71.1 | entry=4.3210-4.5164 sl=4.2014 tp1=5.2030 tp2=5.7226 | rr=6.00 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=92 vol=44 flow=50 deriv=40 sent=56 corr=60 → APPROVED
2026-04-21 07:00 | SIGNAL | ADA/USDT LONG | grade=? conf=95.0 | entry=0.2482-0.2496 sl=0.2430 tp1=0.2549 tp2=0.2567 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:00 | SIGNAL | AVAX/USDT LONG | grade=? conf=74.6 | entry=9.2555-9.3089 sl=8.7883 tp1=10.0336 tp2=10.1811 | rr=1.82 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.82<2.00)
2026-04-21 07:00 | SIGNAL | HIGH/USDT LONG | grade=B conf=75.1 | entry=0.3131-0.3303 sl=0.2703 tp1=0.4067 tp2=0.4758 | rr=3.00 | strategy=PriceAction | regime=BULL_TREND | tech=86 vol=49 flow=35 deriv=52 sent=65 corr=60 → APPROVED
2026-04-21 07:00 | SIGNAL | SUPER/USDT LONG | grade=B conf=76.5 | entry=0.1312-0.1320 sl=0.1235 tp1=0.1384 tp2=0.1481 | rr=2.04 | strategy=FundingRateArb | regime=BULL_TREND | tech=86 vol=30 flow=50 deriv=60 sent=65 corr=60 → APPROVED
2026-04-21 07:00 | SIGNAL | SUI/USDT LONG | grade=B conf=72.9 | entry=0.9361-0.9419 sl=0.9165 tp1=0.9616 tp2=0.9767 | rr=1.67 | strategy=PriceAction | regime=BULL_TREND | tech=86 vol=43 flow=50 deriv=40 sent=56 corr=50 → APPROVED
2026-04-21 07:00 | SIGNAL | RIVER/USDT LONG | grade=C conf=71.0 | entry=5.0438-5.1928 sl=4.2864 tp1=5.9503 tp2=9.1330 | rr=4.83 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=86 vol=39 flow=50 deriv=30 sent=56 corr=60 → APPROVED
2026-04-21 07:00 | SIGNAL | TAO/USDT LONG | grade=C conf=68.8 | entry=243.6700-246.0822 sl=236.6378 tp1=260.7300 tp2=263.1649 | rr=2.22 | strategy=GeometricPattern:FallingWedge | regime=BULL_TREND | tech=75 vol=38 flow=39 deriv=50 sent=56 corr=50 → APPROVED
2026-04-21 07:01 | SIGNAL | GRIFFAIN/USDT SHORT | grade=? conf=67.5 | entry=0.0181-0.0185 sl=0.0191 tp1=0.0171 tp2=0.0169 | rr=1.81 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.81<2.00)
2026-04-21 07:01 | SIGNAL | DOT/USDT LONG | grade=? conf=95.0 | entry=1.2450-1.2532 sl=1.2191 tp1=1.2791 tp2=1.3000 | rr=1.70 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:01 | SIGNAL | NEAR/USDT LONG | grade=? conf=95.0 | entry=1.3661-1.3748 sl=1.3337 tp1=1.4072 tp2=1.4183 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:01 | SIGNAL | FIL/USDT LONG | grade=? conf=95.0 | entry=0.9130-0.9191 sl=0.8940 tp1=0.9380 tp2=0.9453 | rr=1.33 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.33<1.50)
2026-04-21 07:01 | SIGNAL | UAI/USDT LONG | grade=B conf=72.2 | entry=0.3000-0.3068 sl=0.1743 tp1=0.6500 tp2=1.0783 | rr=6.00 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=85 vol=55 flow=33 deriv=40 sent=60 corr=60 → APPROVED
2026-04-21 07:01 | SIGNAL | M/USDT LONG | grade=A conf=83.2 | entry=3.2000-3.3171 sl=2.8230 tp1=3.7775 tp2=5.8719 | rr=6.00 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=85 vol=46 flow=50 deriv=70 sent=60 corr=60 → APPROVED
2026-04-21 07:01 | SIGNAL | CHZ/USDT SHORT | grade=? conf=59.5 | entry=0.0458-0.0463 sl=0.0472 tp1=0.0420 tp2=0.0416 | rr=3.72 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:01 | SIGNAL | MERL/USDT SHORT | grade=? conf=63.0 | entry=0.0364-0.0374 sl=0.0403 tp1=0.0335 tp2=0.0324 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:01 | SIGNAL | TRX/USDT LONG | grade=? conf=95.0 | entry=0.3301-0.3308 sl=0.3225 tp1=0.3384 tp2=0.3408 | rr=1.30 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:01 | SIGNAL | FARTCOIN/USDT LONG | grade=? conf=95.0 | entry=0.1995-0.2025 sl=0.1913 tp1=0.2107 tp2=0.2115 | rr=1.08 | strategy=GeometricPattern:FallingWedge | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.08<1.50)
2026-04-21 07:01 | SIGNAL | WLD/USDT LONG | grade=? conf=95.0 | entry=0.2518-0.2540 sl=0.2336 tp1=0.2721 tp2=0.2779 | rr=1.30 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:01 | SIGNAL | UNI/USDT LONG | grade=? conf=95.0 | entry=3.3151-3.3358 sl=3.0157 tp1=3.7158 tp2=3.8087 | rr=1.56 | strategy=ElliottWave | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:01 | SIGNAL | BCH/USDT LONG | grade=? conf=95.0 | entry=440.4800-441.9356 sl=430.6188 tp1=451.7968 tp2=454.9735 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:01 | SIGNAL | LTC/USDT LONG | grade=C conf=70.5 | entry=53.8350-54.0388 sl=52.5801 tp1=57.4659 tp2=57.8718 | rr=2.90 | strategy=ElliottWave | regime=BULL_TREND | tech=86 vol=29 flow=50 deriv=40 sent=60 corr=50 → APPROVED
2026-04-21 07:02 | SIGNAL | ASTER/USDT LONG | grade=? conf=95.0 | entry=0.6749-0.6778 sl=0.6601 tp1=0.6926 tp2=0.6975 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:02 | SIGNAL | XLM/USDT LONG | grade=? conf=95.0 | entry=0.1716-0.1726 sl=0.1501 tp1=0.1941 tp2=0.2007 | rr=1.30 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:02 | SIGNAL | DEXE/USDT LONG | grade=B conf=73.7 | entry=14.1888-14.4490 sl=13.7632 tp1=14.8745 tp2=17.4916 | rr=5.71 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=89 vol=47 flow=40 deriv=60 sent=60 corr=50 → APPROVED
2026-04-21 07:02 | SIGNAL | PIPPIN/USDT LONG | grade=? conf=87.0 | entry=0.0247-0.0254 sl=0.0229 tp1=0.0315 tp2=0.0321 | rr=3.32 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:02 | SIGNAL | LDO/USDT LONG | grade=? conf=95.0 | entry=0.3725-0.3772 sl=0.3498 tp1=0.3999 tp2=0.4074 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:02 | SIGNAL | 1000SHIB/USDT LONG | grade=? conf=95.0 | entry=0.0060-0.0060 sl=0.0058 tp1=0.0061 tp2=0.0061 | rr=1.04 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.04<1.50)
2026-04-21 07:02 | SIGNAL | CFG/USDT LONG | grade=A conf=82.3 | entry=0.2450-0.2498 sl=0.2300 tp1=0.2663 tp2=0.2998 | rr=3.02 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=86 vol=30 flow=70 deriv=40 sent=60 corr=50 → APPROVED
2026-04-21 07:02 | SIGNAL | BULLA/USDT SHORT | grade=? conf=66.1 | entry=0.0098-0.0102 sl=0.0116 tp1=0.0084 tp2=0.0079 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:02 | SIGNAL | 1000BONK/USDT LONG | grade=? conf=95.0 | entry=0.0061-0.0061 sl=0.0060 tp1=0.0063 tp2=0.0063 | rr=1.49 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.49<1.50)
2026-04-21 07:03 | SIGNAL | TON/USDT LONG | grade=? conf=95.0 | entry=1.3668-1.3749 sl=1.3333 tp1=1.4083 tp2=1.4196 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:03 | SIGNAL | TIA/USDT LONG | grade=? conf=67.7 | entry=0.3740-0.3779 sl=0.3632 tp1=0.3916 tp2=0.4125 | rr=2.86 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=84 vol=40 flow=52 deriv=40 sent=60 corr=50 → REJECTED(AGG_THRESHOLD score=67.7<68)
2026-04-21 07:03 | SIGNAL | PRL/USDT LONG | grade=A conf=83.7 | entry=0.2175-0.2259 sl=0.1993 tp1=0.2963 tp2=0.3559 | rr=6.00 | strategy=GeometricPattern:FallingWedge | regime=BULL_TREND | tech=86 vol=53 flow=70 deriv=40 sent=60 corr=60 → APPROVED
2026-04-21 07:03 | SIGNAL | TRADOOR/USDT LONG | grade=A conf=86.1 | entry=7.6080-7.9847 sl=6.5414 tp1=9.4566 tp2=11.9710 | rr=3.33 | strategy=Ichimoku | regime=BULL_TREND | tech=86 vol=49 flow=50 deriv=60 sent=60 corr=60 → APPROVED
2026-04-21 07:03 | SIGNAL | APT/USDT LONG | grade=? conf=95.0 | entry=0.9201-0.9265 sl=0.8999 tp1=0.9504 tp2=0.9663 | rr=1.84 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:03 | SIGNAL | WIF/USDT LONG | grade=? conf=95.0 | entry=0.1983-0.1999 sl=0.1943 tp1=0.2051 tp2=0.2081 | rr=1.89 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:03 | SIGNAL | HBAR/USDT LONG | grade=? conf=95.0 | entry=0.0879-0.0883 sl=0.0831 tp1=0.0931 tp2=0.0946 | rr=1.30 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:03 | SIGNAL | XMR/USDT LONG | grade=? conf=73.7 | entry=355.5650-357.1889 sl=345.5639 tp1=381.0456 tp2=384.2746 | rr=2.58 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:03 | SIGNAL | OP/USDT LONG | grade=? conf=95.0 | entry=0.1224-0.1233 sl=0.1062 tp1=0.1395 tp2=0.1445 | rr=1.30 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:03 | SIGNAL | HOOD/USDT LONG | grade=? conf=82.3 | entry=90.4933-90.9348 sl=82.0554 tp1=100.0343 tp2=102.6319 | rr=1.38 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.38<2.00)
2026-04-21 07:03 | SIGNAL | NEIRO/USDT SHORT | grade=? conf=67.0 | entry=0.0001-0.0001 sl=0.0001 tp1=0.0001 tp2=0.0001 | rr=4.68 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:03 | SIGNAL | WLFI/USDT LONG | grade=? conf=95.0 | entry=0.0784-0.0788 sl=0.0767 tp1=0.0814 tp2=0.0820 | rr=1.78 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:03 | SIGNAL | IP/USDT LONG | grade=? conf=93.0 | entry=0.5128-0.5189 sl=0.4995 tp1=0.5322 tp2=0.5429 | rr=1.66 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.66<2.00)
2026-04-21 07:03 | SIGNAL | DASH/USDT LONG | grade=? conf=95.0 | entry=34.2912-34.5577 sl=33.5634 tp1=35.2855 tp2=36.1293 | rr=1.98 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:03 | SIGNAL | VIRTUAL/USDT LONG | grade=A conf=82.4 | entry=0.7079-0.7132 sl=0.6448 tp1=0.7987 tp2=0.9828 | rr=4.14 | strategy=ElliottWave | regime=BULL_TREND | tech=84 vol=56 flow=50 deriv=70 sent=60 corr=50 → APPROVED
2026-04-21 07:03 | SIGNAL | ONDO/USDT LONG | grade=? conf=95.0 | entry=0.2520-0.2536 sl=0.2467 tp1=0.2595 tp2=0.2624 | rr=1.59 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:03 | SIGNAL | MOODENG/USDT LONG | grade=C conf=68.2 | entry=0.0568-0.0578 sl=0.0542 tp1=0.0621 tp2=0.0700 | rr=4.09 | strategy=GeometricPattern:FallingWedge | regime=BULL_TREND | tech=86 vol=41 flow=61 deriv=30 sent=60 corr=50 → APPROVED
2026-04-21 07:04 | SIGNAL | MOVR/USDT LONG | grade=? conf=87.0 | entry=1.9220-2.0191 sl=1.7397 tp1=2.8935 tp2=3.3555 | rr=6.00 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:04 | SIGNAL | RENDER/USDT LONG | grade=? conf=87.0 | entry=1.7710-1.7870 sl=1.7363 tp1=1.9070 tp2=1.9198 | rr=3.30 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:04 | SIGNAL | XAUT/USDT LONG | grade=? conf=87.0 | entry=4751.6029-4761.1156 sl=4642.2066 tp1=4870.5119 tp2=4904.7576 | rr=1.30 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:04 | SIGNAL | 我踏马来了/USDT LONG | grade=B conf=72.7 | entry=0.0111-0.0115 sl=0.0110 tp1=0.0130 tp2=0.0130 | rr=6.00 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=86 vol=53 flow=50 deriv=30 sent=60 corr=60 → APPROVED
2026-04-21 07:04 | SIGNAL | AIOT/USDT LONG | grade=C conf=70.0 | entry=0.0392-0.0416 sl=0.0333 tp1=0.0475 tp2=0.0687 | rr=3.98 | strategy=PriceAction | regime=BULL_TREND | tech=86 vol=49 flow=43 deriv=50 sent=60 corr=50 → APPROVED
2026-04-21 07:04 | SIGNAL | BTC/USDT LONG | grade=? conf=99.0 | entry=75462.8000-75746.2206 sl=73790.0021 tp1=77419.0186 tp2=77963.3710 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:04 | SIGNAL | ETH/USDT LONG | grade=? conf=99.0 | entry=2301.6000-2313.3195 sl=2132.0447 tp1=2532.2630 tp2=2584.6155 | rr=1.58 | strategy=ElliottWave | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
